Timeline,Name,Status,Country,2016 Census of Population,Lat&Long,Province,Tavg,Tmin,Tmax
2021-02-10,Elnora,Village,Canada,298,"(51.99738, -113.1964)",Alberta,-30.7,-35.0,-27.0
2021-02-11,Elnora,Village,Canada,298,"(51.99738, -113.1964)",Alberta,-30.0,-35.0,-24.0
2021-02-12,Elnora,Village,Canada,298,"(51.99738, -113.1964)",Alberta,-21.2,-23.0,-19.0
2021-02-07,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-34.5,-40.0,-28.0
2021-02-08,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-31.5,-36.0,-27.0
2021-02-09,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-33.9,-39.0,-28.0
2021-02-10,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-30.5,-36.0,-24.0
2021-02-12,Fairview,Town,Canada,2998,"(56.06862, -118.39201)",Alberta,-23.4,-29.0,-19.0
2021-02-07,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-26.0,-30.5,-22.5
2021-02-08,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-27.8,-33.5,-24.0
2021-02-09,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-30.1,-34.0,-25.0
2021-02-10,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-29.5,-34.5,-25.5
2021-02-11,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-30.2,-33.5,-26.5
2021-02-12,Foremost,Village,Canada,541,"(49.47904, -111.44142)",Alberta,-23.8,-32.0,-20.5
2021-02-07,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Forestburg,Village,Canada,875,"(52.58261, -112.06445)",Alberta,-21.8,-23.0,-20.0
2021-02-07,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-23.8,-28.9,-20.4
2021-02-08,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-26.8,-33.4,-23.5
2021-02-09,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-28.8,-33.4,-24.5
2021-02-10,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-29.3,-34.5,-24.0
2021-02-11,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-31.0,-36.5,-25.0
2021-02-12,Fort Macleod[h],Town,Canada,2967,"(49.72608, -113.39564)",Alberta,-24.8,-35.4,-17.4
2021-02-07,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-31.4,-35.0,-25.0
2021-02-08,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-32.0,-37.0,-27.0
2021-02-09,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-30.1,-34.0,-26.0
2021-02-10,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-30.3,-34.0,-28.0
2021-02-11,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-28.8,-34.0,-24.0
2021-02-12,Gadsby,Village,Canada,40,"(52.29701, -112.35738)",Alberta,-22.0,-24.0,-20.0
2021-02-07,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-35.5,-43.0,-28.0
2021-02-08,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-32.1,-40.0,-26.0
2021-02-09,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-28.5,-30.0,-26.0
2021-02-10,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-29.6,-33.0,-28.0
2021-02-11,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-30.3,-37.0,-25.0
2021-02-12,Glendon,Village,Canada,493,"(54.24719, -111.15383)",Alberta,-22.8,-25.0,-21.0
2021-02-07,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-22.8,-26.0,-19.0
2021-02-08,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-25.5,-27.0,-24.0
2021-02-09,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-29.3,-36.0,-23.0
2021-02-10,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-29.3,-36.0,-24.0
2021-02-11,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-29.7,-35.0,-25.0
2021-02-12,Glenwood,Village,Canada,316,"(49.36628, -113.52187)",Alberta,-26.0,-35.0,-18.0
2021-02-07,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-38.7,-44.0,-32.0
2021-02-08,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-32.8,-38.0,-29.0
2021-02-09,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-34.1,-38.0,-30.0
2021-02-10,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-30.2,-36.0,-26.0
2021-02-11,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-30.0,-37.0,-23.0
2021-02-12,Grande Prairie,City,Canada,63166,"(55.17113, -118.79491)",Alberta,-21.5,-29.0,-17.0
2021-02-07,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-23.8,-28.0,-20.0
2021-02-08,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-25.8,-36.0,-22.0
2021-02-09,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-28.0,-35.0,-22.0
2021-02-10,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-27.8,-33.0,-22.0
2021-02-11,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-29.3,-35.0,-23.0
2021-02-12,Granum,Town,Canada,406,"(49.87362, -113.51808)",Alberta,-23.0,-34.0,-16.0
2021-02-07,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-35.7,-43.0,-29.0
2021-02-08,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-32.0,-37.0,-28.0
2021-02-09,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-31.5,-37.0,-27.0
2021-02-10,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-29.0,-34.0,-26.0
2021-02-11,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-27.8,-34.0,-22.0
2021-02-12,Grimshaw,Town,Canada,2718,"(56.19137, -117.61049)",Alberta,-23.7,-31.0,-19.0
2021-02-07,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-31.4,-35.0,-25.0
2021-02-08,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-32.0,-37.0,-27.0
2021-02-09,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-30.1,-34.0,-26.0
2021-02-10,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-30.3,-34.0,-28.0
2021-02-11,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-28.8,-34.0,-24.0
2021-02-12,Halkirk,Village,Canada,112,"(52.28072, -112.15799)",Alberta,-22.0,-24.0,-20.0
2021-02-07,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Heisler,Village,Canada,160,"(52.66887, -112.22444)",Alberta,-21.8,-23.0,-20.0
2021-02-07,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-36.7,-41.0,-26.0
2021-02-08,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-32.1,-36.0,-29.0
2021-02-09,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-28.4,-30.0,-26.0
2021-02-10,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-27.1,-28.0,-24.0
2021-02-11,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-25.7,-31.0,-22.0
2021-02-12,High Level,Town,Canada,3159,"(58.51729, -117.12527)",Alberta,-26.1,-32.0,-20.0
2021-02-07,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-37.3,-43.0,-29.0
2021-02-08,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-32.9,-36.0,-28.0
2021-02-09,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-32.0,-35.0,-29.0
2021-02-10,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-29.9,-36.0,-26.0
2021-02-11,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-30.3,-36.0,-25.0
2021-02-12,High Prairie,Town,Canada,2564,"(55.43288, -116.48134)",Alberta,-22.3,-29.0,-18.0
2021-02-07,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-22.8,-26.0,-19.0
2021-02-08,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-25.5,-27.0,-24.0
2021-02-09,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-29.3,-36.0,-23.0
2021-02-10,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-29.3,-36.0,-24.0
2021-02-11,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-29.7,-35.0,-25.0
2021-02-12,Hill Spring,Village,Canada,162,"(49.29466, -113.62402)",Alberta,-26.0,-35.0,-18.0
2021-02-07,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-34.5,-40.0,-28.0
2021-02-08,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-31.5,-36.0,-27.0
2021-02-09,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-33.9,-39.0,-28.0
2021-02-10,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-30.5,-36.0,-24.0
2021-02-12,Hines Creek,Village,Canada,346,"(56.24732, -118.60225)",Alberta,-23.4,-29.0,-19.0
2021-02-07,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-35.5,-43.0,-28.0
2021-02-08,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-32.1,-40.0,-26.0
2021-02-09,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-28.5,-30.0,-26.0
2021-02-10,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-29.6,-33.0,-28.0
2021-02-11,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-30.3,-37.0,-25.0
2021-02-12,Horseshoe Bay,Summer village,Canada,49,"(54.12212, -111.3647)",Alberta,-22.8,-25.0,-21.0
2021-02-07,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-30.3,-33.0,-27.0
2021-02-08,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-30.9,-33.0,-28.0
2021-02-09,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-30.1,-33.0,-28.0
2021-02-10,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-30.4,-33.0,-28.0
2021-02-11,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-30.8,-34.0,-28.0
2021-02-12,Hussar,Village,Canada,190,"(51.03794, -112.67633)",Alberta,-23.3,-27.0,-22.0
2021-02-07,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-32.2,-36.0,-28.0
2021-02-08,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-32.1,-38.0,-28.0
2021-02-09,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-28.9,-31.0,-27.0
2021-02-10,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-29.5,-32.0,-28.0
2021-02-11,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-29.4,-35.0,-24.0
2021-02-12,Innisfree,Village,Canada,193,"(53.38083, -111.53123)",Alberta,-22.8,-25.0,-21.0
2021-02-07,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Killam,Town,Canada,989,"(52.79096, -111.85936)",Alberta,-21.8,-23.0,-20.0
2021-02-07,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-32.0,-37.0,-28.0
2021-02-08,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-30.0,-34.0,-27.0
2021-02-09,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-28.4,-29.0,-27.0
2021-02-10,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-29.7,-33.0,-28.0
2021-02-11,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-31.1,-35.0,-25.0
2021-02-12,Kitscoty,Village,Canada,925,"(53.34049, -110.33297)",Alberta,-23.8,-27.0,-22.0
2021-02-07,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-38.5,-45.0,-28.0
2021-02-08,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-34.8,-43.0,-25.0
2021-02-09,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-28.5,-33.0,-24.0
2021-02-10,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-27.6,-31.0,-25.0
2021-02-11,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-26.6,-31.0,-23.0
2021-02-12,Larkspur,Summer village,Canada,44,"(54.4415, -113.77095)",Alberta,-21.1,-24.0,-19.0
2021-02-07,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-35.8,-41.0,-29.0
2021-02-08,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-32.9,-40.0,-26.0
2021-02-09,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-30.9,-35.0,-26.0
2021-02-10,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-30.7,-35.0,-27.0
2021-02-11,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-30.0,-35.0,-24.0
2021-02-12,Linden,Village,Canada,828,"(51.59595, -113.49755)",Alberta,-21.2,-23.0,-19.0
2021-02-07,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-32.0,-37.0,-28.0
2021-02-08,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-30.0,-34.0,-27.0
2021-02-09,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-28.4,-29.0,-27.0
2021-02-10,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-29.7,-33.0,-28.0
2021-02-11,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-31.1,-35.0,-25.0
2021-02-12,Lloydminster ,City,Canada,19645,"(53.27811, -110.00672)",Alberta,-23.8,-27.0,-22.0
2021-02-07,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-26.2,-31.0,-23.0
2021-02-08,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-28.1,-32.0,-23.0
2021-02-09,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-28.8,-34.0,-23.0
2021-02-10,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-28.0,-32.0,-25.0
2021-02-11,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-29.8,-33.0,-25.0
2021-02-12,Lomond,Village,Canada,166,"(50.35039, -112.63986)",Alberta,-22.7,-31.0,-19.0
2021-02-07,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Lougheed,Village,Canada,256,"(52.74376, -111.54542)",Alberta,-21.8,-23.0,-20.0
2021-02-07,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-35.3,-41.0,-28.0
2021-02-08,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-35.5,-42.0,-30.0
2021-02-09,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-29.8,-37.0,-24.0
2021-02-10,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-29.7,-36.0,-27.0
2021-02-11,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-27.5,-35.0,-19.0
2021-02-12,Manning,Town,Canada,1183,"(56.92461, -117.62786)",Alberta,-23.9,-31.0,-19.0
2021-02-07,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-33.5,-40.0,-27.0
2021-02-08,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-30.9,-35.0,-27.0
2021-02-09,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-28.0,-30.0,-26.0
2021-02-10,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-29.3,-34.0,-27.0
2021-02-11,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-29.5,-35.0,-24.0
2021-02-12,Mannville,Village,Canada,828,"(53.34291, -111.17515)",Alberta,-22.6,-24.0,-21.0
2021-02-07,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-32.0,-37.0,-28.0
2021-02-08,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-30.0,-34.0,-27.0
2021-02-09,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-28.4,-29.0,-27.0
2021-02-10,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-29.7,-33.0,-28.0
2021-02-11,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-31.1,-35.0,-25.0
2021-02-12,Marwayne,Village,Canada,564,"(53.51898, -110.33221)",Alberta,-23.8,-27.0,-22.0
2021-02-07,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-24.3,-26.0,-22.0
2021-02-08,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-26.0,-31.0,-23.0
2021-02-09,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-30.7,-36.0,-24.0
2021-02-10,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-30.3,-35.0,-25.0
2021-02-11,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-30.7,-36.0,-26.0
2021-02-12,Milk River,Town,Canada,827,"(49.14814, -112.0869)",Alberta,-27.3,-36.0,-20.0
2021-02-07,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-33.7,-39.7,-26.0
2021-02-08,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-32.5,-39.1,-25.1
2021-02-09,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-30.9,-35.9,-25.1
2021-02-10,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-31.0,-35.9,-26.1
2021-02-11,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-30.5,-36.7,-24.4
2021-02-12,Morrin,Village,Canada,240,"(51.64896, -112.75614)",Alberta,-21.0,-25.1,-18.6
2021-02-07,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-34.3,-40.9,-26.5
2021-02-08,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-31.3,-37.9,-27.0
2021-02-09,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-28.4,-30.5,-26.5
2021-02-10,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-28.6,-30.5,-27.0
2021-02-11,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-27.6,-33.0,-23.0
2021-02-12,Mundare,Town,Canada,852,"(53.59315, -112.34473)",Alberta,-22.1,-24.0,-20.5
2021-02-07,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-30.8,-38.0,-22.0
2021-02-08,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-32.0,-38.0,-24.0
2021-02-09,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-30.8,-37.0,-24.0
2021-02-10,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-31.5,-37.0,-25.0
2021-02-11,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-31.2,-39.0,-25.0
2021-02-12,Munson,Village,Canada,192,"(51.56303, -112.72393)",Alberta,-20.8,-28.0,-18.0
2021-02-07,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-32.2,-36.0,-28.0
2021-02-08,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-32.1,-38.0,-28.0
2021-02-09,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-28.9,-31.0,-27.0
2021-02-10,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-29.5,-32.0,-28.0
2021-02-11,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-29.4,-35.0,-24.0
2021-02-12,Myrnam,Village,Canada,339,"(53.6619, -111.23083)",Alberta,-22.8,-25.0,-21.0
2021-02-07,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-35.7,-43.0,-29.0
2021-02-08,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-32.0,-37.0,-28.0
2021-02-09,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-31.5,-37.0,-27.0
2021-02-10,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-29.0,-34.0,-26.0
2021-02-11,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-27.8,-34.0,-22.0
2021-02-12,Nampa,Village,Canada,364,"(56.0388, -117.13431)",Alberta,-23.7,-31.0,-19.0
2021-02-07,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-25.2,-30.0,-22.0
2021-02-08,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-27.1,-35.0,-23.0
2021-02-09,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-28.9,-34.0,-23.0
2021-02-10,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-28.7,-33.0,-26.0
2021-02-11,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-31.2,-36.0,-25.0
2021-02-12,Nanton,Town,Canada,2181,"(50.34982, -113.7739)",Alberta,-22.7,-33.0,-18.0
2021-02-07,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-25.7,-29.0,-23.0
2021-02-08,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-26.3,-31.0,-22.0
2021-02-09,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-27.7,-31.0,-24.0
2021-02-10,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-27.7,-33.0,-25.0
2021-02-11,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-29.4,-33.0,-26.0
2021-02-12,Nobleford,Town,Canada,1278,"(49.87318, -113.0514)",Alberta,-22.9,-31.0,-19.0
2021-02-07,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-30.8,-33.0,-28.0
2021-02-08,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-29.8,-35.0,-26.0
2021-02-09,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-29.6,-34.0,-26.0
2021-02-10,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-29.8,-33.0,-28.0
2021-02-11,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-28.8,-34.0,-24.0
2021-02-12,Olds,Town,Canada,9184,"(51.79184, -114.1105)",Alberta,-21.3,-24.0,-19.0
